OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType
807,2016,NonResidential,Large Office,MAGNOLIA_QUEENANNE,2008,1.0,4,242686,100176,142510,"Office, Parking",Office,76364.0,,9683979.0,0.0,9683978.0,0.0,Multi_usage
809,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,6,95760,15840,79920,Office,Office,,,5392617.5,0.0,4593859.0,798758.0,Mono_usage
811,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1946,1.0,1,179413,0,179413,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,3459543.0,0.0,3459542.0,0.0,Mono_usage
812,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1917,0.0,1,65288,0,65288,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,5000.0,5000.0,605971.1875,0.0,605971.0,0.0,Multi_usage
813,2016,NonResidential,Warehouse,DELRIDGE,1966,1.0,1,170632,0,170632,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,5826.0,,602245.0,0.0,602245.0,0.0,Multi_usage
814,2016,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1994,1.0,10,381511,0,381511,"Office, Parking",Office,168978.0,,11410228.0,0.0,10834205.0,576022.0,Multi_usage
815,2016,NonResidential,Large Office,DOWNTOWN,2009,1.0,17,413264,138098,275166,"Office, Parking",Office,94781.0,,13631141.0,0.0,13631140.0,0.0,Multi_usage
819,2016,NonResidential,Retail Store,NORTHEAST,1956,1.0,2,93803,0,93803,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,2950.0,2500.0,5453438.5,0.0,3884335.0,1569103.0,Multi_usage
821,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1966,1.0,2,123000,0,123000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24433.0,,3004271.0,0.0,3004271.0,0.0,Multi_usage
861,2016,NonResidential,Medical Office,EAST,2003,1.0,5,275130,112980,162150,Medical Office,Medical Office,,,9941308.0,0.0,9941307.0,0.0,Mono_usage
822,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1978,1.0,1,60448,0,60448,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,7746.0,,1052244.75,0.0,620853.0,431392.0,Multi_usage
829,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1928,3.0,4,62600,0,62600,Other,Other,,,11147342.0,0.0,4031128.0,7116213.0,Mono_usage
830,2016,NonResidential,Mixed Use Property,EAST,2004,1.0,4,77412,21612,55800,"Office, Other, Parking",Other,19200.0,17000.0,2655387.5,0.0,2604783.0,50604.0,Multi_usage
831,2016,NonResidential,Medical Office,EAST,1990,1.0,5,289419,159157,130262,"Medical Office, Parking",Medical Office,139000.0,,12731388.0,0.0,11761550.0,969837.0,Multi_usage
832,2016,NonResidential,Other,NORTH,1987,1.0,5,90266,0,90266,Financial Office,Financial Office,,,7771933.5,0.0,7771933.0,0.0,Mono_usage
837,2016,NonResidential,Warehouse,BALLARD,2004,1.0,4,87332,6458,80874,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1165598.875,0.0,1027649.0,137950.0,Mono_usage
839,2016,NonResidential,Hotel,EAST,2003,1.0,6,150545,50017,100528,"Hotel, Parking",Hotel,50017.0,,13410041.0,0.0,5601497.0,7808543.0,Multi_usage
841,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1999,1.0,5,141718,0,141718,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,5803.0,,19085174.0,0.0,14573159.0,4512014.0,Multi_usage
843,2016,NonResidential,Hotel,MAGNOLIA_QUEENANNE,2008,1.0,5,111856,21273,90583,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,20000.0,4006.0,9444484.0,0.0,4825247.0,4619236.0,Multi_usage
845,2016,NonResidential,Warehouse,EAST,1988,1.0,4,132828,0,132828,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1083729.625,0.0,1083729.0,0.0,Mono_usage
847,2016,NonResidential,Warehouse,DELRIDGE,1970,1.0,1,70400,0,70400,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,12353.0,,13962749.0,0.0,9916987.0,4045761.0,Multi_usage
848,2016,NonResidential,Retail Store,NORTHWEST,1995,1.0,1,101830,0,101830,Retail Store,Retail Store,,,10713006.0,0.0,5935365.0,4777640.0,Mono_usage
851,2016,NonResidential,University,CENTRAL,1974,2.0,4,114000,0,114000,College/University,College/University,,,7575080.0,0.0,6341815.0,1233264.0,Mono_usage
854,2016,SPS-District K-12,Other,GREATER_DUWAMISH,2002,1.0,3,338063,0,338063,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,50000.0,50000.0,20675922.0,0.0,18175883.0,2500035.0,Multi_usage
857,2016,NonResidential,Warehouse,SOUTHWEST,1965,1.0,1,152365,0,152365,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,7858.0,,1069749.75,0.0,948207.0,121543.0,Multi_usage
858,2016,NonResidential,Medical Office,CENTRAL,1910,1.0,6,320946,0,320946,"Laboratory, Medical Office",Medical Office,86298.0,,25471308.0,0.0,25205084.0,266222.0,Multi_usage
859,2016,NonResidential,Retail Store,GREATER_DUWAMISH,1958,1.0,1,74178,0,74178,Retail Store,Retail Store,,,5402181.0,0.0,3296324.0,2105856.0,Mono_usage
864,2016,NonResidential,Warehouse,NORTH,1987,1.0,4,80360,0,80360,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,686019.1875,0.0,437019.0,249000.0,Mono_usage
866,2016,SPS-District K-12,K-12 School,SOUTHWEST,1950,1.0,1,61183,0,61183,K-12 School,K-12 School,,,2424724.25,0.0,720406.0,1704318.0,Mono_usage
867,2016,NonResidential,Supermarket / Grocery Store,EAST,1996,1.0,3,119190,0,119190,Supermarket/Grocery Store,Supermarket/Grocery Store,,,10077532.0,0.0,5813407.0,4264124.0,Mono_usage
868,2016,NonResidential,Other,GREATER_DUWAMISH,2008,1.0,2,51856,0,51856,"Automobile Dealership, Office",Automobile Dealership,3753.0,,1938613.125,0.0,1938613.0,0.0,Multi_usage
1280,2016,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1921,1.0,3,66138,12586,53552,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,13884.0,13858.0,7070998.5,0.0,7070998.0,0.0,Multi_usage
1281,2016,NonResidential,Large Office,NORTHEAST,1960,1.0,3,113944,48510,65434,Office,Office,,,17880184.0,0.0,17791664.0,88516.0,Mono_usage
19461,2016,NonResidential,Worship Facility,NORTHEAST,1957,1.0,2,22220,0,22220,Worship Facility,Worship Facility,,,778355.8125,0.0,208060.0,570296.0,Mono_usage
19462,2016,SPS-District K-12,K-12 School,NORTHEAST,1955,1.0,1,46732,0,46732,K-12 School,K-12 School,,,2331952.75,0.0,753694.0,1578259.0,Mono_usage
19472,2016,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1962,1.0,1,44700,0,44700,"Non-Refrigerated Warehouse, Office, Other",Office,14024.0,10095.0,2042771.0,0.0,1689972.0,352799.0,Multi_usage
19477,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1976,1.0,1,44100,0,44100,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1618916.375,0.0,1618916.0,0.0,Mono_usage
19481,2016,NonResidential,Distribution Center,GREATER_DUWAMISH,1965,1.0,1,27800,0,27800,Distribution Center,Distribution Center,,,1224186.25,0.0,880605.0,343581.0,Mono_usage
19489,2016,NonResidential,Warehouse,GREATER_DUWAMISH,2001,1.0,1,46340,0,46340,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,2564004.0,0.0,2564004.0,0.0,Mono_usage
19491,2016,Campus,Other,GREATER_DUWAMISH,1994,3.0,1,22800,0,22800,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,,2222097.5,0.0,358020.0,1864077.0,Mono_usage
19501,2016,NonResidential,Small- and Mid-Sized Office,CENTRAL,1910,1.0,3,38460,0,38460,Office,Office,,,1950713.25,0.0,1464669.0,486044.0,Mono_usage
19520,2016,NonResidential,Worship Facility,NORTHWEST,1922,1.0,2,21022,0,21022,Worship Facility,Worship Facility,,,945245.625,0.0,137902.0,807343.0,Mono_usage
19537,2016,SPS-District K-12,K-12 School,SOUTHWEST,1954,1.0,2,51489,0,51489,K-12 School,K-12 School,,,1984067.625,0.0,750281.0,1233786.0,Mono_usage
19559,2016,NonResidential,Distribution Center,GREATER_DUWAMISH,1967,1.0,1,48001,0,48001,Distribution Center,Distribution Center,,,2143650.75,0.0,593580.0,1550071.0,Mono_usage
19565,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1979,1.0,1,26380,0,26380,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,2760.0,,509124.0,0.0,508416.0,708.0,Multi_usage
19570,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1969,1.0,1,37351,0,37351,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,9569.0,,2559461.75,0.0,1276462.0,1283000.0,Multi_usage
19572,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1981,1.0,1,30375,0,30375,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,345866.6875,0.0,345867.0,0.0,Mono_usage
19576,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1979,1.0,1,30004,0,30004,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,4950.0,,369291.5,0.0,369291.0,0.0,Multi_usage
19584,2016,NonResidential,Other,NORTHEAST,1928,1.0,3,39971,0,39971,"Office, Other, Retail Store, Swimming Pool",Other,3142.0,644.0,10960107.0,0.0,3598398.0,7361709.0,Multi_usage
19596,2016,NonResidential,Worship Facility,BALLARD,1914,1.0,2,33589,0,33589,Worship Facility,Worship Facility,,,509836.1875,0.0,111626.0,398210.0,Mono_usage
19613,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1979,1.0,3,43500,0,43500,Office,Office,,,3220635.25,0.0,3216396.0,4239.0,Mono_usage
19621,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1978,1.0,2,28492,0,28492,Office,Office,,,1896298.875,0.0,1363957.0,532342.0,Mono_usage
19623,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1963,1.0,3,22325,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,1800.0,1000.0,1401315.875,0.0,1401316.0,0.0,Multi_usage
19624,2016,NonResidential,Restaurant,BALLARD,1977,1.0,3,22719,0,22719,"Parking, Restaurant",Restaurant,0.0,,1358519.0,0.0,1358519.0,0.0,Multi_usage
19654,2016,NonResidential,Laboratory,DOWNTOWN,1946,1.0,2,44588,22000,22588,Laboratory,Laboratory,,,7251589.0,0.0,7251588.0,0.0,Mono_usage
19694,2016,SPS-District K-12,K-12 School,CENTRAL,1925,1.0,2,37327,0,37327,K-12 School,K-12 School,,,1967476.375,0.0,724560.0,1242916.0,Mono_usage
19696,2016,NonResidential,Retail Store,DOWNTOWN,1917,1.0,2,147545,0,147545,Retail Store,Retail Store,,,6787070.0,0.0,4133510.0,2653559.0,Mono_usage
19697,2016,Nonresidential COS,Other,NORTH,1923,1.0,2,21462,0,21462,"Office, Other",Other,200.0,,1114384.625,0.0,1114384.0,0.0,Multi_usage
19728,2016,SPS-District K-12,K-12 School,NORTHWEST,1930,1.0,2,47602,0,47602,K-12 School,K-12 School,,,2249592.5,0.0,777836.0,1471756.0,Mono_usage
19730,2016,NonResidential,Other,NORTHWEST,1917,1.0,2,28072,0,28072,Social/Meeting Hall,Social/Meeting Hall,,,1362523.0,0.0,192436.0,1170087.0,Mono_usage
19742,2016,NonResidential,Restaurant,DOWNTOWN,1955,1.0,2,31020,0,31020,Restaurant,Restaurant,,,4970047.0,0.0,1221601.0,3748445.0,Mono_usage
19743,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1917,1.0,2,21600,0,21600,"Office, Other - Lodging/Residential",Office,7200.0,,1636649.125,0.0,1241985.0,394664.0,Multi_usage
19747,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1974,1.0,5,61825,13320,48505,"Bank Branch, Office",Office,3547.0,,4322873.0,0.0,1915699.0,2407174.0,Multi_usage
19750,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1942,1.0,3,64630,0,64630,Office,Office,,,1408291.375,0.0,1408291.0,0.0,Mono_usage
19752,2016,NonResidential,Worship Facility,DOWNTOWN,1948,1.0,2,20920,0,20920,Worship Facility,Worship Facility,,,1042108.5,0.0,285047.0,757062.0,Mono_usage
19766,2016,NonResidential,Worship Facility,SOUTHWEST,1926,1.0,2,22128,0,22128,Worship Facility,Worship Facility,,,608359.6875,0.0,153306.0,455054.0,Mono_usage
19774,2016,NonResidential,Retail Store,NORTHWEST,1968,1.0,1,48139,0,48139,Retail Store,Retail Store,,,859236.625,0.0,468402.0,390834.0,Mono_usage
19787,2016,NonResidential,Worship Facility,SOUTHWEST,1949,1.0,2,21364,0,21364,"K-12 School, Worship Facility",Worship Facility,6000.0,,965651.125,0.0,162220.0,803431.0,Multi_usage
19833,2016,NonResidential,University,DOWNTOWN,1992,1.0,2,28923,0,28923,College/University,College/University,,,439311.9063,0.0,174768.0,264544.0,Mono_usage
19836,2016,NonResidential,University,DOWNTOWN,1928,1.0,3,21600,0,21600,College/University,College/University,,,323739.4063,0.0,235546.0,88193.0,Mono_usage
19845,2016,NonResidential,Retail Store,NORTHEAST,1996,1.0,1,25735,0,25735,Retail Store,Retail Store,,,1169394.875,0.0,953695.0,215700.0,Mono_usage
19847,2016,NonResidential,Retail Store,NORTHEAST,1956,1.0,2,25862,0,25862,"Other, Retail Store",Retail Store,300.0,,4801472.0,0.0,2185523.0,2615949.0,Multi_usage
19848,2016,NonResidential,Retail Store,NORTHEAST,2003,1.0,2,49965,0,49965,"Other, Retail Store",Retail Store,2500.0,,3377209.75,0.0,3247196.0,130013.0,Multi_usage
19853,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1929,1.0,2,20028,0,20028,Office,Office,,,511797.4063,151742.5,360055.0,0.0,Mono_usage
19855,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,7,23622,0,23622,"Office, Restaurant",Office,2285.0,,552007.5,0.0,419848.0,132159.0,Multi_usage
19856,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1902,1.0,3,23563,0,23563,"Office, Restaurant",Office,3380.0,,883197.6875,0.0,883198.0,0.0,Multi_usage
19857,2016,NonResidential,Mixed Use Property,DOWNTOWN,1903,1.0,3,28600,0,28600,"Office, Restaurant, Retail Store",Office,11000.0,3000.0,1062722.625,0.0,697769.0,364954.0,Multi_usage
19858,2016,NonResidential,Mixed Use Property,DOWNTOWN,1978,1.0,2,38539,12379,26160,"Office, Parking, Retail Store",Retail Store,12379.0,10611.0,2186018.5,0.0,2186018.0,0.0,Multi_usage
19860,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,5,26840,0,26840,Office,Office,,,1989287.0,0.0,1989287.0,0.0,Mono_usage
19861,2016,NonResidential,Retail Store,DOWNTOWN,1906,1.0,2,46800,0,46800,"Office, Retail Store",Retail Store,10781.0,,1245187.5,0.0,1245187.0,0.0,Multi_usage
19862,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1979,1.0,3,63990,26640,37350,"Office, Parking",Office,26640.0,,2067352.5,0.0,2062620.0,4732.0,Multi_usage
19864,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1908,1.0,3,28800,0,28800,"Non-Refrigerated Warehouse, Office, Other",Office,7200.0,6200.0,1345025.75,0.0,923904.0,421122.0,Multi_usage
19871,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1954,1.0,3,33552,4968,28584,"Office, Parking",Office,4968.0,,1696978.75,0.0,643674.0,1053305.0,Multi_usage
19873,2016,NonResidential,Retail Store,DOWNTOWN,1931,1.0,2,26270,0,26270,Retail Store,Retail Store,,,1560461.75,0.0,1064100.0,496361.0,Mono_usage
19874,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1926,1.0,3,57620,7820,49800,"Office, Parking",Office,7820.0,,2385395.0,0.0,2385395.0,0.0,Multi_usage
19876,2016,NonResidential,Mixed Use Property,DOWNTOWN,1954,1.0,2,28696,6080,22616,"Bank Branch, Other, Parking",Other,7760.0,6080.0,418348.5,0.0,418348.0,0.0,Multi_usage
19878,2016,NonResidential,Hotel,DOWNTOWN,1990,1.0,5,57800,0,57800,Hotel,Hotel,,,2443065.25,0.0,1375435.0,1067630.0,Mono_usage
19894,2016,NonResidential,Other,DOWNTOWN,1955,1.0,2,31890,0,31890,Financial Office,Financial Office,,,1858224.625,0.0,1858224.0,0.0,Mono_usage
19895,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1925,1.0,2,44098,13660,30438,"Office, Parking",Office,13155.0,,1441900.5,450522.3125,991378.0,0.0,Multi_usage
19896,2016,NonResidential,Restaurant,DOWNTOWN,1923,1.0,3,22381,0,22381,Restaurant,Restaurant,,,3532966.5,0.0,1319044.0,2213922.0,Mono_usage
19900,2016,NonResidential,Laboratory,DOWNTOWN,1926,0.0,4,49249,0,49249,"Laboratory, Office",Laboratory,7165.0,,33268410.0,0.0,10854749.0,22413661.0,Multi_usage
19902,2016,NonResidential,Retail Store,DOWNTOWN,1925,1.0,1,24825,1263,23562,"Non-Refrigerated Warehouse, Retail Store",Retail Store,10439.0,,439521.0938,0.0,264519.0,175002.0,Multi_usage
19910,2016,NonResidential,Medical Office,DOWNTOWN,1952,1.0,4,26670,0,26670,Medical Office,Medical Office,,,1553208.375,0.0,1553175.0,33.0,Mono_usage
19917,2016,Nonresidential COS,Other,DOWNTOWN,1922,1.0,2,37740,0,37740,Fire Station,Fire Station,,,3095882.0,0.0,1699362.0,1396520.0,Mono_usage
19926,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1965,1.0,1,23752,0,23752,"Office, Parking, Retail Store",Office,9435.0,0.0,1067153.75,0.0,571058.0,496096.0,Multi_usage
19927,2016,NonResidential,Hotel,DOWNTOWN,1967,1.0,4,44416,0,44416,Hotel,Hotel,,,2669564.25,0.0,1495543.0,1174021.0,Mono_usage
19928,2016,NonResidential,Mixed Use Property,DOWNTOWN,2006,1.0,2,33792,22867,10925,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",Social/Meeting Hall,8540.0,1600.0,2547848.0,0.0,2269684.0,278164.0,Multi_usage
20000,2016,NonResidential,Worship Facility,NORTHWEST,1928,1.0,2,45991,0,45991,Worship Facility,Worship Facility,,,1145535.75,0.0,529029.0,616507.0,Mono_usage
20029,2016,NonResidential,Residence Hall,NORTHEAST,1921,1.0,3,21499,0,21499,Residence Hall/Dormitory,Residence Hall/Dormitory,,,605130.6875,0.0,605130.0,0.0,Mono_usage
20033,2016,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1989,1.0,2,20384,0,20384,Office,Office,,,1791071.375,0.0,1760118.0,30954.0,Mono_usage
20047,2016,NonResidential,Retail Store,NORTHEAST,1956,1.0,2,39265,0,39265,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Retail Store,4388.0,2679.0,5238803.0,0.0,5009101.0,229701.0,Multi_usage
20048,2016,NonResidential,Retail Store,NORTHEAST,1956,1.0,2,54284,0,54284,"Other, Retail Store",Retail Store,1900.0,,6778694.0,0.0,6424200.0,354493.0,Multi_usage
20050,2016,NonResidential,Retail Store,NORTHEAST,1956,1.0,1,23409,0,23409,"Other, Retail Store",Retail Store,1500.0,,2545405.0,0.0,2314166.0,231239.0,Multi_usage
20052,2016,NonResidential,Retail Store,NORTHEAST,1997,1.0,1,63153,0,63153,"Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,2757.0,1000.0,4644178.0,0.0,4312919.0,331258.0,Multi_usage
20066,2016,NonResidential,Hotel,NORTHEAST,1961,2.0,2,24100,0,24100,Hotel,Hotel,,,1587454.75,0.0,817987.0,769468.0,Mono_usage
20067,2016,NonResidential,Restaurant,DOWNTOWN,1923,1.0,3,33600,0,33600,"Office, Restaurant",Restaurant,14400.0,,4475650.0,0.0,2941315.0,1534335.0,Multi_usage
20073,2016,NonResidential,Other,DOWNTOWN,1927,1.0,4,32356,0,32356,"Bank Branch, Financial Office",Financial Office,6480.0,,1857154.75,882630.6875,974524.0,0.0,Multi_usage
20082,2016,NonResidential,Hotel,DOWNTOWN,1960,1.0,7,61180,12960,48220,Hotel,Hotel,,,3993913.25,0.0,1859869.0,2134044.0,Mono_usage
20087,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1978,1.0,5,43506,11250,32256,"Office, Parking",Office,0.0,,3460275.5,0.0,1834098.0,1626177.0,Multi_usage
20130,2016,NonResidential,Worship Facility,NORTHWEST,1910,1.0,2,23931,0,23931,Worship Facility,Worship Facility,,,496477.3125,0.0,167075.0,329402.0,Mono_usage
20132,2016,NonResidential,Worship Facility,NORTHWEST,1948,1.0,2,21393,0,21393,Worship Facility,Worship Facility,,,845961.375,0.0,266359.0,579602.0,Mono_usage
20141,2016,NonResidential,Mixed Use Property,SOUTHEAST,1990,1.0,2,47560,0,47560,"Distribution Center, Non-Refrigerated Warehouse, Office",Distribution Center,15724.0,8255.0,1132489.625,0.0,583296.0,549194.0,Multi_usage
20145,2016,NonResidential,Senior Care Community,EAST,2006,1.0,6,62334,0,62334,"Bank Branch, Parking, Senior Care Community",Senior Care Community,15661.0,10877.0,1076733.25,0.0,481168.0,595565.0,Multi_usage
20160,2016,NonResidential,Residence Hall,NORTHEAST,1930,1.0,3,20960,0,20960,Residence Hall/Dormitory,Residence Hall/Dormitory,,,1500309.75,0.0,328800.0,1171510.0,Mono_usage
20166,2016,NonResidential,University,DOWNTOWN,1910,1.0,3,28800,0,28800,College/University,College/University,,,717056.375,0.0,642346.0,74710.0,Mono_usage
20167,2016,NonResidential,K-12 School,DOWNTOWN,1957,1.0,2,21600,0,21600,K-12 School,K-12 School,,,1261536.75,0.0,609724.0,651813.0,Mono_usage
20168,2016,NonResidential,K-12 School,DOWNTOWN,1995,1.0,3,22860,0,22860,K-12 School,K-12 School,,,931148.625,0.0,931148.0,0.0,Mono_usage
20182,2016,NonResidential,Worship Facility,NORTHEAST,1972,1.0,1,26366,0,26366,"Parking, Worship Facility",Worship Facility,0.0,,888031.875,0.0,323802.0,564230.0,Multi_usage
20197,2016,NonResidential,Worship Facility,SOUTHEAST,1965,1.0,2,21732,0,21732,Worship Facility,Worship Facility,,,860364.1875,0.0,479159.0,381205.0,Mono_usage
20211,2016,NonResidential,Mixed Use Property,BALLARD,1945,1.0,1,21060,0,21060,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,10240.0,1890.0,350264.5938,0.0,258178.0,92087.0,Multi_usage
20217,2016,SPS-District K-12,K-12 School,NORTHEAST,1958,1.0,1,38624,0,38624,K-12 School,K-12 School,,,1424157.25,0.0,798804.0,625352.0,Mono_usage
20237,2016,NonResidential,Retail Store,NORTHEAST,1900,1.0,3,32960,0,32960,Retail Store,Retail Store,,,813641.0,0.0,813641.0,0.0,Mono_usage
20241,2016,NonResidential,Other,NORTHEAST,1921,1.0,3,29636,0,29636,"Multifamily Housing, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,4540.0,,688641.8125,0.0,688642.0,0.0,Multi_usage
20242,2016,NonResidential,Hotel,NORTHEAST,1930,1.0,3,20571,0,20571,Hotel,Hotel,,,716279.6875,0.0,716279.0,0.0,Mono_usage
20266,2016,NonResidential,Worship Facility,NORTHEAST,1926,1.0,2,47992,0,47992,"Other, Worship Facility",Worship Facility,10206.0,,3040195.5,0.0,934028.0,2106168.0,Multi_usage
